product,brand,core_score,expert_score,reviews,retail_price,sale_price,terrain,arch_support,weight_men,weight_women,heel_to_toe_men,heel_to_toe_women,release_date,width,update,url,summary
Nike Air Relentless 6, Nike,90,NaN,252, $70,NaN, Road, Neutral, Men: 11oz , Women: 8.3oz, Men: 12mm , Women: 12mm, Aug 2016, Normal | Normal,,https://runrepeat.com/nike-air-relentless-6,"8 reasons to buy
Many runners agreed that the Nike Air Relentless 6 looked cool and endearing.
‘Comfortable’ was a word that many of the testers used to describe their time while wearing this running shoe.
The price of this model was lauded by a lot of runners because it was affordable.
A number of consumers appreciated the padding in the rear section of the upper because it helped in securing their feet and preventing unintentional shoe-removals.
The weight of this shoe was suitably light for a lot of testers.
The underfoot experience was agreeable, according to those who have tried it; one of them even wrote that other shoes felt like walking barefoot in comparison.
The midsole generally stayed efficient for many consumers, even after they’ve used this shoe many times.
The outsole’s grip capability didn’t disappoint the runners.
5 reasons not to buy
The forefoot section of the upper unit felt weird for a tester because their big toe kept sticking out as an outline against the apparently thin fabric.
The shoe looked like it was made with cheap materials, complained a runner.
A dissatisfied purchaser claimed that the mid-sole unit broke down after only 3 runs.
Within an hour of wearing, the heel padding had caused blistering on the heel of a tester.
According to some runners, the lack of arch support made it difficult to use this shoe for long running sessions.
Bottom line
The Nike Air Relentless 6 was generally welcomed with open arms by those who have tried it. Many neutral runners felt that its cushioning was dependable, that its cover system was secure, and that the outsole was able to dole out traction responsibly. A few warned that it was a bit smaller in terms of size; another felt that the upper fabric was too thin. But that didn’t stop this road running shoe from gaining favor from purchasers."
Newton BoCo AT, Newton,89,82,43,$130,$50 (save 99%), Trail, Neutral, Men: 10.1oz , Women: 8.5oz, Men: 3mm , Women: 3mm,NaN, Normal | Normal,NaN,https://runrepeat.com/newton-boco-at,"6 reasons to buy
The Newton BoCo AT has a breathable upper coverage that delivers comfort on off-road runs.
Many were satisfied with the shoes grip and traction through the multi-directional lugs in its sole.
Some runners noticed the roomy toe box.
Many were impressed by the construction of the shoe that really works on winter running.
Many noticed the great cushioning of the Newton BoCo AT.
The shoe is lightweight.
2 reasons not to buy
Some mentioned that the sole is not very durable.
It provides minimal support on technical terrain.
Bottom line
The Newton BoCo AT is a reliable and lightweight trail running shoe designed for natural foot movement. The shoe gained positive and negative feedback from users. The shoe needs a few more improvements but others are still happy to try the shoe. This shoe is perfect for runners who love to run in technical or snowy terrain."
New Balance 775, New Balance,92,NaN,104, $75,NaN, Road, Neutral, Men: 7.6oz , Women: 6.3oz, Men: 8mm , Women: 8mm, Mar 2015, Normal | Normal,,https://runrepeat.com/new-balance-775,"7 reasons to buy
Some runners were satisfied with the shoe's upper built that is highly breathable and the no-sew overlays offer a comfortable foot coverage.
A comfortable inner fabric, as well as a padded collar & tongue,  ensure a non-irritating experience for the foot.
The mid-sole foam that offers a lightweight yet durable underfoot platform gave some runners satisfaction.
Most runners appreciated the neutral construction of the 775, from its 8mm drop to its non-bulky platform.
Many reviewers appreciated the inclusion of rubber components in the outsole, which helps in providing protection against wear and tear.
The New Balance 775 feels light and fast based on some reviews.
A significant number of runners noticed the flexibility of the shoe.
2 reasons not to buy
Some runners complained that it was a bit narrow in the forefoot area.
Others thought that it was a bit rigid, limiting the natural movement of their feet.
Bottom line
The New Balance 775 is an affordable and lightweight road running shoe designed for neutral runners. Many runners have acclimated to the New Balance 775 because of its neutral platform, the durable materials, the cool look and the reliable upper coverage. It is a great choice for daily exercises and races."
Nike Free RN Motion Flyknit 2018, Nike,85,NaN,86,$150,$63 (save 58%), Road, Neutral, Men: 6.9oz , Women: 6oz, Men: 4mm , Women: 4mm, May 2018, Normal | Normal,NaN,https://runrepeat.com/nike-free-rn-motion-flyknit-2018,"6 reasons to buy
People generally liked the responsive midsole of the Nike Free RN Motion Flyknit 2018.
The aesthetics of this running shoe were appreciated by consumers.
Several casual shoe enthusiasts noted that the street-ready design of this product permitted regular walking sessions.
The Flyknit upper was soft and free of irritants, according to many runners.
The flexibility of the outsole was welcomed as it allowed the natural movement capacity of the foot to take place.
Most of those who have tested the Free RN Motion Flyknit 2018 were happy with its lightweight build and non-bulky construction.
1 reasons not to buy
Some wide-footed testers felt that the upper unit wasn’t very stretchable and that it didn’t accommodate a broad foot shape.
Bottom line
The Nike Free RN Motion Flyknit 2018 neutral road shoe was welcomed with open arms. People liked this update’s eye-catching looks, its springy underfoot platform, and its flexible construction. They genuinely felt as one with this iteration in the series. There were complaints that the fit wasn’t too forgiving, but those were isolated cases. All in all, the 2018th version was deemed a worthy successor to the RN Motion Flyknit series."
Hoka One One Arahi, Hoka One One,89,88,309,$130,$100 (save 97%), Road, Stability, Men: 9.3oz , Women: 7.8oz, Men: 5mm , Women: 5mm, Jan 2017, Normal | Normal, Hoka One One Arahi 4,https://runrepeat.com/hoka-one-one-arahi,"10 reasons to buy
A significant number of runners liked the responsive cushioning of the Hoka One One Arahi.
The shoe provides necessary support and allows the foot to move naturally, noted in some reviews.
According to some reviews, the shoe is very stable even on uneven surfaces.
Several runners appreciated the durable outsole of the Arahi.
It has a breathable upper and stretchy fit, hugging the foot comfortably.
A lightweight shoe.
Most of the reviewers gave a thumbs up to the shoe’s comfortable feel from the first stride to the last.
A large number of reviewers valued the cushioning’s ability to absorb impact.
The superior support and stability translate to excellent gym workouts, based on the comments of several reviewers.
The wide options are very much welcomed by several runners.
4 reasons not to buy
Slightly expensive.
Some runners felt that the shoe is too narrow for them.
A few runners had trouble getting a locked down security in the heel.
A handful of reviewers were disappointed that the wide options are just not wide enough for them.
Bottom line
The Hoka One One Arahi is a lightweight running shoe designed for road running. It is equipped with the necessary technologies to provide dynamic stability and responsive ride. The shoe is ideal for the runner who is looking for more stability and support."
Adidas EdgeBounce, Adidas,89,90,689,$100,$44 (save 56%), Road, Neutral,NaN,NaN,NaN,NaN,NaN, Normal | Normal, Adidas Edgebounce 1.5,https://runrepeat.com/adidas-edgebounce,"7 reasons to buy
The Adidas EdgeBounce was efficient to use in cross-country runs and track, according to a satisfied user.
The shoe provided a secure fit and prevented the foot from wobbling, a wearer reported.
Many buyers were happy that the shoe was easy to pair with many types of outfits.
Several users described the Adidas EdgeBounce as a comfortable shoe.
The shoe’s structure prevented heel blisters from developing, a relieved customer said.
A couple of runners commended the shoe’s excellent arch support.
A lot of gym-goers found the EdgeBounce to perform outstandingly during their workouts.
1 reasons not to buy
One buyer thought the shoe did not have enough structure to make it suitable for running.
Bottom line
Based on the many great reviews of the Adidas EdgeBounce, it could be said that it was able to deliver on its claims of versatility and style. The neutral running shoe just like the popular Adidas Duramo 9 was praised for its precise fit and reliable performance. Meanwhile, the structure for this Adidas shoe and the supportive feature have also pleased a number of the ladies who have worn it."
Saucony Triumph 11, Saucony,91,82,693,$140,$112 (save 20%), Road, Neutral, Men: 11.1oz , Women: 9.2oz, Men: 8mm , Women: 8mm,NaN," Normal, Wide | Normal", Saucony Triumph ISO 5,https://runrepeat.com/saucony-triumph-11,"5 reasons to buy
The shoe has a great cushioning based on some reviews.
The plush and comfortable fit gained positive feedback from the users.
Many runners were impressed by how durable the shoe is.
The shoe is comfortable to wear and breathable enough.
Available in different color options.
3 reasons not to buy
It is slightly expensive.
Not flexible enough according to some runners.
Some mentioned that the Saucony Triumph 11 is too narrow for them
Bottom line
The Saucony Triumph 11 is a neutral shoe for road running. The shoe delivers a great combination of comfort, cushioning and protection. With the technologies attached to this shoe, the Triumph 11 will not disappoint when used for daily training and long runs. Based on reviews, the shoe is indeed a successful release. "
Altra Lone Peak 3.0, Altra,91,85,1418, $120,NaN, Trail, Neutral, Men: 9.7oz , Women: 8oz, Men: 0mm , Women: 0mm,NaN, Normal | Normal, Altra Lone Peak 4.5,https://runrepeat.com/altra-lone-peak-3-0,"11 reasons to buy
Most runners loved the comfort of the Foot-Shaped Toe Box and moderate cushioning of the Lone Peak 3.0
The price point is well within the range of most lightweight trainers, according to several.
A good number of runners prized the traction of this 3rd iteration of the Lone Peak.
The 5mm footbed adds to the cushioning and comfort.
Several comments highlighted the shoe’s versatility as a speed trainer and hiker.
A few noted that despite the cushioning and stack height, there is still noticeable ground feedback.
The Altra Lone Peak 3.0 tackles all kinds of trail surfaces (and some road too!), except deep mud or very rocky ground, based on the comments of some runners.
A handful of color options available already.
A small number of runners commented that the 5th edition of the Lone Peak (there were versions 1.0, 1.5, 2.0, and 2.5, respectively) runs rather light despite the cushioning and substantial lugs.
There were more than a couple of expert reviewers who pointed out that the upper is more precise and structured than the last model.
The Gaiter Trap allows for convenient gaiter attachment.
5 reasons not to buy
Quite a number of Lone Peak loyalists were disappointed that the Lone Peak 3.0 is clearly narrower than any of the past models.
A handful did not like the shoe’s inability to dry quickly.
Some mentioned that Altra could certainly improve the line’s bland looks.
There were several runners who had durability issues in the upper and the outsole of this shoe.
Breathability is no longer as good as the earlier models, as expressed by a few disappointed Lone Peak fans.
Bottom line
Altra’s first-ever trail shoe continues to be very popular among trail lovers because of its zero-drop platform and Foot-Shaped Toe Box. This time around, Altra dialed in the fit to give runners a secure foothold when tackling uneven terrain. The shoe has decent cushioning, excellent traction, and improved durability for miles of enjoyment on the trails."
Nike Free Hyperfeel, Nike,93,82,420,$175,$59 (save 82%), Road, Neutral, Men: 6.1oz , Women: 5oz, Men: 3mm , Women: 3mm,NaN, Normal | Normal,NaN,https://runrepeat.com/nike-free-hyperfeel,"6 reasons to buy
The Flyknit’s elastic threads and synthetic mesh components offer a soft and agreeable wrap as agreed by a large majority of runners.
The Dynamic Flywire offers a custom fit that’s adjustable.
The lightweight and responsive Lunarlon cushioning system is directly exposed to the foot, making it great for a naturally stable underfoot experience, according to some testers.
The narrower toe box is great for those with narrow feet.
The outer area of the sole unit has waffle lugs, which are responsible for providing a better grip on surfaces.
The Hyperfeel has a very light weight.
3 reasons not to buy
Some reviewers didn’t like the loud colors used in the upper.
Others noticed that it had a very narrow toe box.
The Hyperfeel has a very expensive price.
Bottom line
The Free Hyperfeel from Nike is a great shoe for those who want a near-barefoot running experience. It’s lightweight, very responsive, durable, and has minimal arch support. This is a running shoe that minimalists would love to have for their daily training."
Merrell Vapor Glove 4 3D, Merrell,89,NaN,165,$130,$63 (save 52%), Trail, Neutral, Men: 6.9oz , Women: 5oz, Men: 0mm , Women: 0mm,NaN, Normal | Normal,NaN,https://runrepeat.com/merrell-vapor-glove-4-3d,"7 reasons to buy
The Merrell Vapor Glove 4 3D’s foot-like shape has garnered numerous positive responses from different users. 
One of the features that received overwhelming approval from the testers and experts was the comfort that the shoe offers.  
Some of the reviewers praise the shoe’s versatility; it can be worn for everyday wear and as a workout companion. 
The shoe’s durability is lauded by several runners.
A lot of the runners highly appreciate the sufficient protection provided by the shoe. 
One customer has noted the improvement on the shoe’s upper, which is now made of 3D knit. 
The flexibility that is promoted by the shoe is admired by a few users. 
4 reasons not to buy
One runner complains that the Vapor Glove 4 3D has caused some blisters on foot. 
A reviewer has mentioned that the Hyperlock™ thermoplastic polyurethane (TPU) heel counter was too stiff. 
When the shoe is tightened, the blood flow around the ankle is constricted, according to some wearers.
The laces of the Vapor Glove 4 3D are too long, and they easily unravel, a few users remarked.
Bottom line
A lot of people have said that the Merrell Vapor Glove 4 3D is the most comfortable trail running shoe they ever have worn. The credit is all due to the highly-praised 3D knit upper of the shoe. Several testers and experts have reported that this minimalist running shoe is highly durable to the extent that one runner used it for a marathon. The vegan-friendly quality of the Merrell Vapor Glove 4 3D is an added plus to a lot of people. 
Although there have been issues raised by a few users around the shoe lacing system, the overall reception of the shoe has been highly positive. Some wearers claim that they will surely get another pair of the Merrell Vapor Glove 4 3D. "
New Balance 720 v3, New Balance,88,NaN,243, $80,NaN, Road, Neutral, Men: 9.6oz , Women: 7.9oz, Men: 8mm , Women: 8mm,NaN, Normal | Normal, New Balance 720 v4,https://runrepeat.com/new-balance-720,"7 reasons to buy
A mesh material with synthetic overlays provides a breathable and soft cover for the foot.
The no-sew material application brings a non-irritating inner sleeve in which the foot can relax.
Runners generally welcomed the IMEVA injection-molded mid-sole material, which offers a flexible yet firm underfoot cushioning.
Many reviewers appreciated the streamlined and contemporary look of the 720 v3.
It runs lighter than the weight shows, according to some runners.
The New Balance 720 v3 is affordable.
Available in several colors.
2 reasons not to buy
Some runners noticed that it was a bit narrow in the forefoot area.
A few experienced the forefoot tip section of the outer layer peeled off after a few months of use.
Bottom line
The New Balance 720 v3 is a reliable running shoe for daily use. Runners have enjoyed the 3rd version of the New Balance 720 because of its comfortable upper, good arch support, responsive mid-sole and traction-capable outsole. It received negative comments with its sizing but overall, users still consider the shoe as a successful update of the older version."
Adidas Speedfactory AM4LDN, Adidas,88,70,519,$200,$90 (save 55%), Road, Neutral,NaN,NaN,NaN,NaN, Apr 2018, Normal | Normal,NaN,https://runrepeat.com/adidas-speedfactory-am4ldn,"6 reasons to buy
Many people felt that the Adidas Speedfactory AM4LDN was suitably lightweight.
The color scheme of this running shoe was deemed to be very eye-catching.
Several consumers felt that the performance-centric design allowed confident running sessions.
Some people claimed that this product was more comfortable than the Ultraboost series.
Most of those who have tested the Speedfactory AM4LDN felt that the sizes conformed to their expectations.
Casual walking is an activity that agrees with this shoe, according to some consumers.
3 reasons not to buy
Some purchasers felt that the upper was tight and not stretchy.
The insole tended to slide towards the front section, a person complained.
Based on a handful of reviews, the fit profile of the Speedfactory AM4LDN was slightly narrow.
Bottom line
The Adidas Speedfactory AM4LDN was able to gain mostly positive reviews from its testers. This neutral running shoe was appreciated because it had an appealing color scheme, a lightweight build, and versatile construction. On the other hand, some users didn’t like this road companion’s seemingly narrow profile, the restrictive upper, and the sliding sock liner."
Nike Zoom All Out Low 2, Nike,83,NaN,166,$140,$59 (save 58%), Road, Neutral, Men: 12oz , Women: 10.1oz, Men: 8mm , Women: 8mm, Dec 2017, Normal | Normal,NaN,https://runrepeat.com/nike-zoom-all-out-low-2,"5 reasons to buy
The Zoom All Out Low 2 has proven to be durable enough to be used every day as a workout shoe, according to a wearer.
The shoe was comfortable enough that wearing it felt like “walking on a cloud,” according to a pleased buyer. Another person compared their wear experience to “walking on springs.”
The Zoom All Out Low 2 offered exceptional midfoot support, a user stated.
Several customers thought the shoe was affordable.
The heel portion provided plenty of cushioning, a wearer commented.
5 reasons not to buy
One user was unhappy with the limited color options of the shoe. Another was disappointed that the color did not look the same as advertised.
One shoe went flat after only two weeks of usage, a buyer lamented.
The shoe made the heel sank inward during landing, which resulted in soreness, a confused wearer reported.
The Zoom All Out Low 2 was too narrow, a user observed.
The shoe felt tight around the toes, as experienced by a customer.
Bottom line
The Nike Zoom All Out Low 2 garnered mixed reactions from its market. Many users have felt that the shoe’s cushioning, performance, comfort, and price, all deserved positive feedback. However, the shoe was not problem-free for all, as some expressed their issues on fit, quality, and appearance. In summary, the Zoom All Out Low 2 was an average shoe, which may not cater to everyone’s tastes."
Jordan 88 Racer, Jordan,87,NaN,169,$100,$80 (save 20%), Road, Neutral,NaN,NaN,NaN,NaN, Aug 2018, Normal | Normal,NaN,https://runrepeat.com/jordan-88-racer,"5 reasons to buy
Those who have tested the Jordan 88 Racer were happy with its lightweight build.
People liked the multitude of color schemes, stating that the hues were visually appealing.
The cushioning unit was able to support the foot properly, according to several testers.
The price is affordable.
A few admired the shoe's breathable upper coverage.
3 reasons not to buy
Several consumers claimed that the Jordan 88 Racer was very narrow.
The medial side of the forefoot section was observed to rip apart after only several uses.
The sole unit separated from the upper, according to a few testers.
Bottom line
Most of those who have tried the Jordan 88 Racer didn’t have a lot of positive things to say about its narrow width profile and its smaller-than-usual sizing scheme. They felt as if they wouldn’t be able to wear and show off this product without feeling too restricted in the foot-chamber. Furthermore, the durability of the upper was disliked as the fabrics were observed to tear apart after only a few uses. On the other hand, the lightweight nature and the endearing looks of this road shoe were praised."
Adidas Adizero Sub 2, Adidas,93,86,6940,$180,$67 (save 99%), Road, Neutral, Men: 5.6oz , Women: 5.6oz, Men: 8mm , Women: 8mm, Mar 2018, Normal | Normal,NaN,https://runrepeat.com/adidas-adizero-sub-2,"5 reasons to buy
A lot of people welcomed the lightweight build of the Adidas Adizero Sub 2.
The flexible nature of the underfoot platform was much appreciated by consumers.
Many testers were happy that the width option followed their needs.
The durability of the outsole unit was lauded; some runners claimed that it didn’t show signs of wear, even after many miles.
There were no not spots felt while wearing the Adizero Sub 2, according to a couple of testers.
1 reasons not to buy
Some testers complained that the underfoot cushioning wasn’t as efficient as they expected. For them, it didn’t bring the responsiveness that’s anticipated of running shoes.
Bottom line
The Adidas Adizero Sub 2 was able to capture the attention of elite athletes who want to take on races and other high-tier running sessions. Most of them liked the insubstantial weight of this neutral shoe while others lauded the upper unit’s smooth nature. And though some people weren’t happy with the midsole unit, it didn’t become a universal gripe."
Hoka One One Clayton, Hoka One One,84,84,134, $150,NaN, Road, Neutral, Men: 8.3oz , Women: 7oz, Men: 4mm , Women: 4mm,NaN, Normal | Normal, Hoka One One Clayton 2,https://runrepeat.com/hoka-one-one-clayton,"4 reasons to buy
Many runners liked the lightweight construction of the Hoka One One Clayton.
The shoe features the Pro2Lite Midsole that delivers soft cushioning in the heel and firm cushioning in the forefoot for propulsion.
Based on some reviews, many appreciate the RMAT outsole that provides high rebound cushioning and reliable traction.
The Clayton is breathable and comfortable to wear based on some reviews.
3 reasons not to buy
The Clayton is an expensive shoe.
Available in limited color options.
According to some testers, the treads wore out quicker than expected.
Bottom line
The Clayton is a neutral running shoe that offers a breathable and comfortable ride. The lightweight construction made it ideal for uptempo training. Despite being expensive, many testers still appreciate how fast the Clayton is. Overall, the Clayton is an average running companion that still needs a few improvements."
Asics Gel Fortitude 7, Asics,92,92,297,$120,$70 (save 42%), Road, Neutral, Men: 12.2oz , Women: 10.2oz, Men: 10mm , Women: 10mm,NaN," Normal, X-Wide | Normal, Wide", Asics Gel Fortitude 8,https://runrepeat.com/asics-gel-fortitude,"6 reasons to buy
Several runners admired the cushioning system of the Asics Gel Fortitude 7.
It is unbelievably comfortable as based on several comments.
A significant number of runners loved the traction the Asics Fortitude 7 provides.
The shoe is a bargain for its price.
Some runners were pleasantly surprised by the Fortitude 7’s relative flexibility.
Adequate ground feedback is another great asset in this shoe, according to a few runners.
2 reasons not to buy
The shoe is quite heavy, said a few users.
Mainly limited as a sturdy training partner.
Bottom line
The Gel Fortitude series finds a unique place in the hearts of neutral runners with flat feet. With better ground feedback, tons of comfort, and unbelievable overpronation measures, runners with flat arches, inflexible feet, or fallen arches are on their way to more fun on the road in the Fortitude 7."
New Balance 890 v5, New Balance,91,83,742, $115,NaN, Road, Neutral, Men: 9oz , Women: 8oz, Men: 8mm , Women: 8mm, Mar 2015, Normal | Normal, New Balance 890 v8,https://runrepeat.com/new-balance-890,"6 reasons to buy
Considered by a good number of runners as a versatile running shoe because of the various activities that they can do with the New Balance 890 v5.
For better traction, especially on wet surfaces, the 5th version of the New Balance 890 also includes a tough rubber compound as noted by a few runners.
The FantomFit technology, a skeletally engineered upper made of mesh and synthetic layers enhance the fit and breathability of the 890 v5.
The REVlite midsole foam makes the heel to toe transition more responsive, which results in better heel strikes, observed a handful of users.
Many liked the seamless upper of the shoe that promotes an irritation-free environment for the foot.
A significant number of users found the New Balance 890 v5 to be lightweight and fast enough for uptempo training.
3 reasons not to buy
Some runners say this shoe has a narrow fit because of its small toe box, which results in limited forefoot flexibility.
It takes time before finally feeling comfortable running in it.
The New Balance 890 v5 is not durable.
Bottom line
The New Balance 890 v5 is a neutral running shoe perfect on the road, gravel and track terrains. Most often, it is used for daily running and other general fitness activities. Runners who are mild pronators are the ones who will most likely benefit from this shoe."
Under Armour SpeedForm Apollo 2, Under Armour,91,84,222,$100,$59 (save 41%), Road, Neutral, Men: 8oz , Women: 5.5oz, Men: 8mm , Women: 8mm,NaN, Normal | Normal,NaN,https://runrepeat.com/under-armour-speedform-apollo,"7 reasons to buy
The SpeedForm Apollo 2 is very comfortable, according to some testers.
The upper construction of the shoe is very breathable and durable based on some runners’ reviews.
The Apollo 2 features an arch reinforcement construction for foot guidance and precise fit.
Some runners took note of the shoe's responsive ride and cushioned support due to the dual-layer midsole.
The anatomical rubber outsole adds flexibility and durability.
A significant number of users mentioned that the shoe feels light and fast.
A reasonably-priced shoe.
2 reasons not to buy
According to some reviews, the tread of this shoe is not holding up longer compared to the previous version.
The 2nd version of the SpeedForm Apollo is heavier than the old version.
Bottom line
The Under Armour SppedForm Apollo 2 has gathered many reviews in its favor. The shoe proved to be an efficient runner with promising qualities, but a few users thought that the shoe still needs some improvement. The updated version of Under Armour SpeedForm Apollo offers durability, flexibility and well-cushioned ride. It is a neutral running shoe perfect for uptempo pace training and for competition."
Hoka One One Clifton 1, Hoka One One,95,90,203,$130,$100 (save 23%), Road, Neutral, Men: 7.7oz , Women: 6.6oz, Men: 5mm , Women: 5mm, Oct 2018, Normal | Normal,NaN,https://runrepeat.com/hoka-one-one-clifton-1,"10 reasons to buy
Many runners mentioned that the Hoka One One Clifton 1 is the best Hoka shoe they have ever worn.
A lot of runners admired the shoe’s lightweight design.
Many users appreciated the breathable coverage of the Hoka Clifton 1.
Runners with wide forefoot admired the shoe’s wide toe box; they said it gives enough room for toe splay.
A significant number of runners remarked that the cushioning of this road running shoe is very comfortable.
According to some satisfied runners, the Clifton 1 has a very responsive cushioning.
Several testers highlighted the shoe’s responsive cushioning.
The shoe runs true-to-size, said some wearers.
Some users mentioned that the running shoe is great for half and full marathons.
A few who got the shoe agreed that buying it is getting value out of their money.
3 reasons not to buy
A few narrow-footed runners were disappointed because of the shoe’s sloppy forefoot fit.
Some runners were unhappy with the shoe’s flimsy tongue unit.
The insole of the Hoka One One Clifton 1 is too thin and keeps on sliding around, according to some purchasers.
Bottom line
The Hoka One One Clifton 1 managed to get high marks from runners. Many users positively accepted the shocking come back of the first ever Clifton running shoe. It received few criticisms, but the users believe there is still room for improvement for the Clifton 1. Overall, as a lot of people considered the Hoka One One Clifton 1 as the best Hoka running shoe of all time."
Nike Flex RN 2015, Nike,86,NaN,1389,$80,$70 (save 13%), Road, Neutral, Men: 8.4oz , Women: 6.7oz, Men: 4mm , Women: 4mm,NaN, Normal | Normal, Nike Flex RN 2017,https://runrepeat.com/nike-flex-rn,"8 reasons to buy
A lot of testers welcomed the style of the Nike Flex RN 2015, which, for them, was cool and elegant.
The general durability of this model was lauded by a number of runners; they said that the components didn’t wear off easily.
It felt adequately lightweight, according to some users.
The flexibility of the underfoot platform was given praise because it allowed the runners to move their feet more naturally through the gait cycle.
The cushioning system was recognized by many for its capability to carry the foot responsibly and cushion impact during the landing phase.
Most reviewers appreciated the upper unit, which is a mix of mesh and foam that enhanced the fit and breathability.
The outsole held onto the ground with ease and sureness, as noted by some testers.
It was an affordable shoe, according to those who have tried it.
1 reasons not to buy
Some of the testers felt that it was a bit tighter than what they were used to.
Bottom line
The Nike Flex RN 2015 was able to offer great service to neutral runners, both new and advanced. Many of them felt that it was comfortable, secure and responsive. The cover system and the cushioning unit received a lot of praise. But the fit wasn’t as agreeable to some because they stated that it was a bit tight."
Puma Jamming, Puma,93,88,29, $160,NaN, Road, Neutral,NaN,NaN,NaN,NaN, Nov 2017," Normal | Normal, Wide",NaN,https://runrepeat.com/puma-jamming,"5 reasons to buy
Most of the users lauded the great design of the Puma Jamming; some mentioned they get compliments when wearing the shoe.
Many runners mentioned that the shoe is very comfortable.
Some wearers mentioned that the Jamming has a great quality.
The running shoe runs true to size, a few users mentioned.
The Puma Jamming fits perfectly, based on some comments.
1 reasons not to buy
The shoe has an expensive price.
Bottom line
The Puma Jamming is road running shoe with a street-ready design. According to some reviews, the shoe is superb when it comes to comfort, looks, and quality. Though it is expensive, many users still recommend the shoe for those who are looking for a fashionable running shoe."
Brooks Cascadia 10, Brooks,85,81,92, $120,NaN, Trail, Neutral, Men: 11.6oz , Women: 9.6oz, Men: 10mm , Women: 10mm,NaN, Normal | Normal, Brooks Cascadia 14,https://runrepeat.com/brooks-cascadia-10,"6 reasons to buy
The Brooks Cascadia 10 features a breathable and comfortable mesh material in the upper.
This shoe utilizes a seamless construction which reduces skin irritation.
Runners appreciated the outsole, which delivered reliable traction and protection against wear.
A Rock Protection Plate protects the underfoot from jagged surfaces and other debris.
Many of the testers welcomed the mid-sole, which was able to support the contours of their feet.
This shoe has an affordable price.
2 reasons not to buy
Some runners noted that the upper tore apart after only a few months of use.
Others felt that it was a bit narrow for their feet.
Bottom line
The Brooks Cascadia 10 like the Cascadia 13 is a trail running shoe that delivers quality service to adventures and off-the-road explorers. It’s a running companion that also gives adequate amounts of support without sacrificing freedom of movement. Though some people were disappointed because the shoe lacks durability, others are still happy with how the shoe performs on the trail."
Asics Gel FujiTrabuco 7, Asics,95,87,92,$130,$120 (save 52%)," Mud, Trail", Neutral, Men: 12.7oz , Women: 9.8oz, Men: 8mm , Women: 8mm, Dec 2018, Normal | Normal, Asics Gel FujiTrabuco 8,https://runrepeat.com/asics-gel-fujitrabuco-7,"6 reasons to buy
The Asics Gel FujiTrabuco 7 performed excellently on wet surfaces, according to several users. One person, in particular, said it had better grip than its previous version.
One buyer described the design of the shoe as “phenomenal,” while another said it looked “like a boss.”
Many runners agreed that the FujiTrabuco 7 fit perfectly on their foot.
A couple of reviewers liked that the shoe is lightweight.
The upper material kept the foot well-ventilated, a user described.
One customer mentioned that the shoe fared well in road-to-trail transitions.
1 reasons not to buy
The toe cap was too rigid, according to a couple of wearers.
Bottom line
Majority of those who bought the Asics Gel FujiTrabuco 7 described the shoe as worth their money, and some even surmised that everyone who is on their feet all day would enjoy wearing the shoe. Based on reviews regarding comfort level, features, and design, it is safe to say that most are happy with their purchase."
New Balance 840 v4, New Balance,93,NaN,346,$125,$116 (save 89%), Road, Neutral, Men: 12.6oz , Women: 10oz, Men: 12mm , Women: 12mm,NaN," Narrow, Normal, Wide, X-Wide | Narrow, Normal, Wide, X-Wide",NaN,https://runrepeat.com/new-balance-840-v4,"5 reasons to buy
The shoe provided excellent support, even when not used for running, according to a satisfied buyer.
The midsole felt more cushioned than its predecessor, a runner claimed. Another person noticed its flexibility and adequate arch support.
One user said the insole included with the 840 v4 provided a durable underfoot cushioning.
Many wearers felt an improvement in the shoe’s balance and medial
The New Balance 840 v4 offered a long-lasting comfort even during an all-day wear, as mentioned by a customer.
3 reasons not to buy
The 840 v4 was too tight, and the foot did not fit in very well, a user complained.
The material of the shoe felt hotter and looked cheaper compared to the previous version, a disappointed customer said.
The shoe did not work well with custom orthotics, a dismayed buyer lamented.
Bottom line
Despite the numerous and quite noticeable improvements of the 840 v4 from its predecessor, many users were happy that the shoe has retained the dynamic and solid performance it provides. Many consumers have expressed their satisfaction with the purchase and thought that the 840 v4 was a worthy investment."
Altra Impulse Flash, Altra,88,88,112, $165,NaN, Road, Stability, Men: 8.6oz , Women: 8.6oz, Men: 0mm , Women: 0mm, Jul 2017, Normal | Normal,NaN,https://runrepeat.com/altra-impulse-flash,"8 reasons to buy
The reflective design of the Altra Impulse Flash is what impressed a majority of users the most. These users referred to the reflective design as “cool” in their reviews.
Most testers thought that this shoe and its features were worth the price.
One user said that the shoe performed sufficiently on both trails and roads.
Some users felt that it offered lightweight support for the feet.
Many testers observed the comfort that it provided.
The Toe Shape feature of the shoe was well received by several runners.
Testers with wider feet were happy about the accommodating fit.
Some testers were glad that this shoe had more cushioning than the Altra Impulse.
3 reasons not to buy
One runner felt that the design of the shoe looked boxy or bulky.
Several users questioned the durability of the shoe because its components apparently felt very light and flimsy.
Many users were not happy with the shoe’s ventilation. They mentioned that their feet easily felt the heat after running, even with the tongue and lacing loosened.
Bottom line
Altra’s Impulse Flash is a unique stability shoe that combines comfort, support, and style. This affordable road running shoe was made for the person who is looking for a cool option that has enough arch support, as well as a lightweight frame."
